BDID	EGID	TAXID	SYMBOL	DESCRIPTION	HOMOLOGENE
1415893_at	20397	10090	Sgpl1	sphingosine phosphate lyase 1	2897
1416472_at	67043	10090	Syap1	synapse associated protein 1	12078
1415823_at	20250	10090	Scd2	stearoyl-Coenzyme A desaturase 2	136612
1423586_at	26362	10090	Axl	AXL receptor tyrosine kinase	7583
1424308_at	94249	10090	Slc24a3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	41390
1448916_at	17134	10090	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	81816
1420612_s_at	19244	10090	Ptp4a2	protein tyrosine phosphatase 4a2	20744
1420875_at	233637	10090	Gm4887	predicted gene 4887	131294
1420875_at	19230	10090	Twf1	twinfilin actin binding protein 1	48140
1435303_at	72504	10090	Taf4b	TATA-box binding protein associated factor 4b	28266
1421882_a_at	15569	10090	Elavl2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	20930
1417752_at	23790	10090	Coro1c	coronin, actin binding protein 1C	56537
1424143_a_at	67177	10090	Cdt1	chromatin licensing and DNA replication factor 1	32650
1429588_at	67246	10090	2810474O19Rik	RIKEN cDNA 2810474O19 gene	19251
1452787_a_at	15469	10090	Prmt1	protein arginine N-methyltransferase 1	21477
1448763_at	67979	10090	Atad1	ATPase family, AAA domain containing 1	5960
1437193_s_at	20638	10090	Snrpb	small nuclear ribonucleoprotein B	134543
1436305_at	268291	10090	Rnf217	ring finger protein 217	66368
1460194_at	16922	10090	Phyh	phytanoyl-CoA hydroxylase	4530
1438016_at	245474	10090	Dkc1	dyskeratosis congenita 1, dyskerin	1045
1416151_at	20383	10090	Srsf3	serine/arginine-rich splicing factor 3	55708
1418543_s_at	52715	10090	Ccdc43	coiled-coil domain containing 43	12074
1436999_at	98496	10090	Pid1	phosphotyrosine interaction domain containing 1	9924
1427989_at	110542	10090	Amhr2	anti-Mullerian hormone type 2 receptor	10746
1450079_at	27206	10090	Nrk	Nik related kinase	8442
1430388_a_at	72043	10090	Sulf2	sulfatase 2	10313
1428438_s_at	67070	10090	Lsm14a	LSM14A mRNA processing body assembly factor	40537
1424827_a_at	93687	10090	Csnk1a1	casein kinase 1, alpha 1	111694
1454740_at	225164	10090	Mib1	mindbomb E3 ubiquitin protein ligase 1	10810
1423951_at	68634	10090	Tm2d3	TM2 domain containing 3	12275
1450048_a_at	269951	10090	Idh2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	37590
1423978_at	104175	10090	Sbk1	SH3-binding kinase 1	17084
1417359_at	17150	10090	Mfap2	microfibrillar-associated protein 2	1801
1451758_at	23928	10090	Lamc3	laminin gamma 3	21222
1443849_x_at	22275	10090	Urod	uroporphyrinogen decarboxylase	320
1419356_at	93691	10090	Klf7	Kruppel-like factor 7 (ubiquitous)	2751
1456195_x_at	16419	10090	Itgb5	integrin beta 5	20511
1437456_x_at	228994	10090	Ythdf1	YTH domain family 1	9844
1438404_at	108089	10090	Rnf144a	ring finger protein 144A	40982
1428490_at	94192	10090	C1galt1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	10599
1448347_a_at	53872	10090	Caprin1	cell cycle associated protein 1	4310
1452125_at	230753	10090	Thrap3	thyroid hormone receptor associated protein 3	31289
1451446_at	69538	10090	Antxr1	anthrax toxin receptor 1	12976
1435656_at	229363	10090	Gmps	guanine monophosphate synthetase	68367
1434084_at	77519	10090	Zfp266	zinc finger protein 266	105676
1427072_at	236920	10090	Stard8	START domain containing 8	22837
1429515_at	224826	10090	Ubr2	ubiquitin protein ligase E3 component n-recognin 2	26151
1434788_at	14365	10090	Fzd3	frizzled class receptor 3	23004
1448441_at	54124	10090	Cks1b	CDC28 protein kinase 1b	123798
1416203_at	11826	10090	Aqp1	aquaporin 1	68051
1435436_at	13819	10090	Epas1	endothelial PAS domain protein 1	1095
1422302_s_at	14325	10090	Ftl1	ferritin light polypeptide 1	79330
1422302_s_at	100862446	10090	LOC100862446	ferritin light chain 1	-
1422302_s_at	434624	10090	Ftl1-ps2	ferritin light polypeptide, pseudogene 2	79330
1417189_at	621823	10090	Psme2b	protease (prosome, macropain) activator subunit 2B	-
1417189_at	19188	10090	Psme2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	86889
1443870_at	239273	10090	Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	74563
1418364_a_at	14325	10090	Ftl1	ferritin light polypeptide 1	79330
1418364_a_at	434624	10090	Ftl1-ps2	ferritin light polypeptide, pseudogene 2	79330
1418364_a_at	100862446	10090	LOC100862446	ferritin light chain 1	-
1428351_at	67905	10090	Ppm1m	protein phosphatase 1M	44900
1426297_at	21423	10090	Tcf3	transcription factor 3	2408
1454622_at	209837	10090	Slc38a5	solute carrier family 38, member 5	24917
1455451_at	233529	10090	Kctd14	potassium channel tetramerisation domain containing 14	11396
1438540_at	77018	10090	Col25a1	collagen, type XXV, alpha 1	57111
1419663_at	18295	10090	Ogn	osteoglycin	8542
1426662_at	12764	10090	Cmas	cytidine monophospho-N-acetylneuraminic acid synthetase	7670
1422902_s_at	76055	10090	Mgea5	meningioma expressed antigen 5 (hyaluronidase)	8154
1422637_at	54354	10090	Rassf5	Ras association (RalGDS/AF-6) domain family member 5	10296
1451047_at	16431	10090	Itm2a	integral membrane protein 2A	31269
1434949_at	74125	10090	Armc8	armadillo repeat containing 8	9121
1448804_at	13070	10090	Cyp11a1	cytochrome P450, family 11, subfamily a, polypeptide 1	37347
1418450_at	26968	10090	Islr	immunoglobulin superfamily containing leucine-rich repeat	4050
1434628_a_at	52428	10090	Rhpn2	rhophilin, Rho GTPase binding protein 2	12407
1443823_s_at	98660	10090	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	47947
1423569_at	67092	10090	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	1136
1416859_at	30795	10090	Fkbp3	FK506 binding protein 3	1525
1433756_at	74648	10090	S100pbp	S100P binding protein	81892
1427512_a_at	16774	10090	Lama3	laminin, alpha 3	18279
1427048_at	319757	10090	Smo	smoothened, frizzled class receptor	4115
1416359_at	170625	10090	Snx18	sorting nexin 18	14164
1424113_at	16777	10090	Lamb1	laminin B1	1722
1416778_at	20324	10090	Cavin2	caveolae associated 2	3422
1417053_at	237880	10090	1700071K01Rik	RIKEN cDNA 1700071K01 gene	-
1417053_at	18673	10090	Phb	prohibitin	1980
1455483_at	22661	10090	Zfp148	zinc finger protein 148	8003
1415948_at	433375	10090	Creg1	cellular repressor of E1A-stimulated genes 1	31199
1438015_at	245474	10090	Dkc1	dyskeratosis congenita 1, dyskerin	1045
1428286_at	347740	10090	2900097C17Rik	RIKEN cDNA 2900097C17 gene	-
1418712_at	58804	10090	Cdc42ep5	CDC42 effector protein (Rho GTPase binding) 5	10984
1449347_a_at	434794	10090	Xlr4a	X-linked lymphocyte-regulated 4A	83298
1449347_a_at	27083	10090	Xlr4b	X-linked lymphocyte-regulated 4B	83298
1449347_a_at	72891	10090	Xlr4c	X-linked lymphocyte-regulated 4C	83298
1455717_s_at	76441	10090	Daam2	dishevelled associated activator of morphogenesis 2	69186
1415945_at	17218	10090	Mcm5	minichromosome maintenance complex component 5	4904
1426246_at	19128	10090	Pros1	protein S (alpha)	264
1434073_at	245607	10090	Gprasp2	G protein-coupled receptor associated sorting protein 2	16314
1421908_a_at	21406	10090	Tcf12	transcription factor 12	40774
1437313_x_at	97165	10090	Hmgb2	high mobility group box 2	37582
1427233_at	110796	10090	Tshz1	teashirt zinc finger family member 1	4227
1438049_at	101056057	10090	Gm26853	predicted gene, 26853	-
1418511_at	56429	10090	Dpt	dermatopontin	1458
1445543_at	219105	10090	Zmym5	zinc finger, MYM-type 5	16997
1424202_at	72124	10090	Seh1l	SEH1-like (S. cerevisiae	68701
1434123_at	73068	10090	Fut11	fucosyltransferase 11	18313
1416225_at	11522	10090	Adh1	alcohol dehydrogenase 1 (class I)	73888
1434842_s_at	68134	10090	Upf3b	UPF3 regulator of nonsense transcripts homolog B (yeast)	11307
1422561_at	23794	10090	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	5109
1428069_at	66953	10090	Cdca7	cell division cycle associated 7	49970
1434360_s_at	19270	10090	Ptprg	protein tyrosine phosphatase, receptor type, G	2129
1433543_at	68743	10090	Anln	anillin, actin binding protein	41281
1426483_at	72981	10090	Thap12	THAP domain containing 12	37952
1427490_at	11306	10090	Abcb7	ATP-binding cassette, sub-family B (MDR/TAP), member 7	3175
1426530_a_at	71778	10090	Klhl5	kelch-like 5	56736
1419031_at	56473	10090	Fads2	fatty acid desaturase 2	3149
1460436_at	15531	10090	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	20386
1417625_s_at	12778	10090	Ackr3	atypical chemokine receptor 3	22419
1437174_at	211586	10090	Tfdp2	transcription factor Dp 2	4578
1433520_at	235623	10090	Scap	SREBF chaperone	8160
1455821_x_at	12261	10090	C1qbp	complement component 1, q subcomponent binding protein	31023
1417714_x_at	15122	10090	Hba-a1	hemoglobin alpha, adult chain 1	469
1417714_x_at	110257	10090	Hba-a2	hemoglobin alpha, adult chain 2	469
1420880_a_at	54401	10090	Ywhab	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	20724
1429050_at	74277	10090	Chic2	cysteine-rich hydrophobic domain 2	8105
1454956_at	72508	10090	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1	81703
1416051_at	12263	10090	C2	complement component 2 (within H-2S)	45
1428124_at	74197	10090	Gtf2e1	general transcription factor II E, polypeptide 1 (alpha subunit)	38062
1450522_a_at	14958	10090	H1f0	H1 histone family, member 0	136788
1433672_at	215201	10090	Trmt2b	TRM2 tRNA methyltransferase 2B	11782
1423188_a_at	101314	10090	Brk1	BRICK1, SCAR/WAVE actin-nucleating complex subunit	10210
1435536_at	68817	10090	Ddi2	DNA-damage inducible protein 2	121661
1417872_at	14199	10090	Fhl1	four and a half LIM domains 1	31038
1422208_a_at	14697	10090	Gnb5	guanine nucleotide binding protein (G protein), beta 5	40714
1438654_x_at	75104	10090	Mmd2	monocyte to macrophage differentiation-associated 2	18425
1455827_at	105559	10090	Mbnl2	muscleblind like splicing factor 2	76766
1428505_at	66365	10090	Ccdc90b	coiled-coil domain containing 90B	23328
1455034_at	18227	10090	Nr4a2	nuclear receptor subfamily 4, group A, member 2	4509
1423219_a_at	18120	10090	Mrpl49	mitochondrial ribosomal protein L49	37982
1456028_x_at	17118	10090	Marcks	myristoylated alanine rich protein kinase C substrate	-
1433662_s_at	21858	10090	Timp2	tissue inhibitor of metalloproteinase 2	2444
1436828_a_at	66314	10090	Tpd52l2	tumor protein D52-like 2	2469
1424842_a_at	231532	10090	Arhgap24	Rho GTPase activating protein 24	32754
1426441_at	18174	10090	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	55471
1450479_x_at	19248	10090	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	37691
1426260_a_at	394432	10090	Ugt1a7c	UDP glucuronosyltransferase 1 family, polypeptide A7C	136043
1426260_a_at	394430	10090	Ugt1a10	UDP glycosyltransferase 1 family, polypeptide A10	133281
1426260_a_at	394434	10090	Ugt1a9	UDP glucuronosyltransferase 1 family, polypeptide A9	133281
1426260_a_at	22236	10090	Ugt1a2	UDP glucuronosyltransferase 1 family, polypeptide A2	86211
1426260_a_at	394435	10090	Ugt1a6b	UDP glucuronosyltransferase 1 family, polypeptide A6B	85959
1426260_a_at	94284	10090	Ugt1a6a	UDP glucuronosyltransferase 1 family, polypeptide A6A	85959
1426260_a_at	394436	10090	Ugt1a1	UDP glucuronosyltransferase 1 family, polypeptide A1	128034
1426260_a_at	394433	10090	Ugt1a5	UDP glucuronosyltransferase 1 family, polypeptide A5	88621
1419140_at	11481	10090	Acvr2b	activin receptor IIB	863
1433460_at	104718	10090	Ttc7b	tetratricopeptide repeat domain 7B	14675
1450448_at	20855	10090	Stc1	stanniocalcin 1	2374
1452852_at	28071	10090	Twistnb	twist basic helix-loop-helix transcription factor 1 neighbor	45411
1418763_at	52633	10090	Nit2	nitrilase family, member 2	6520
1434960_at	407786	10090	Taf9b	TATA-box binding protein associated factor 9B	47969
1426345_at	213760	10090	Prepl	prolyl endopeptidase-like	15481
1436971_x_at	22631	10090	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	56528
1415702_a_at	13016	10090	Ctbp1	C-terminal binding protein 1	1015
1419454_x_at	17344	10090	Pias2	protein inhibitor of activated STAT 2	20979
1427087_at	192196	10090	Luc7l2	LUC7-like 2 (S. cerevisiae)	56737
1423759_a_at	68944	10090	Tmco1	transmembrane and coiled-coil domains 1	10384
1428141_at	74105	10090	Gga2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	22860
1435362_at	230700	10090	Foxj3	forkhead box J3	35243
1426585_s_at	26413	10090	Mapk1	mitogen-activated protein kinase 1	37670
1433903_at	328099	10090	Prps1l3	phosphoribosyl pyrophosphate synthetase 1-like 3	68565
1436299_at	14660	10090	Gls	glutaminase	22726
1451718_at	18823	10090	Plp1	proteolipid protein (myelin) 1	448
1418736_at	26879	10090	B3galnt1	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1	32457
1422607_at	14009	10090	Etv1	ets variant 1	3636
1422607_at	432800	10090	Gm5454	predicted gene 5454	-
1437490_x_at	107652	10090	Uap1	UDP-N-acetylglucosamine pyrophosphorylase 1	2342
1452209_at	227937	10090	Pkp4	plakophilin 4	2689
1419642_at	19291	10090	Purb	purine rich element binding protein B	69087
1436665_a_at	108075	10090	Ltbp4	latent transforming growth factor beta binding protein 4	2645
1448696_at	15203	10090	Heph	hephaestin	32094
1426448_at	18744	10090	Pja1	praja ring finger ubiquitin ligase 1	129620
1448453_at	15492	10090	Hsd3b1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	69149
1426051_a_at	12616	10090	Cenpb	centromere protein B	1370
1452840_at	69784	10090	1500009L16Rik	RIKEN cDNA 1500009L16 gene	136237
1426887_at	58242	10090	Nudt11	nudix (nucleoside diphosphate linked moiety X)-type motif 11	86995
1426887_at	102954	10090	Nudt10	nudix (nucleoside diphosphate linked moiety X)-type motif 10	86995
1452670_at	98932	10090	Myl9	myosin, light polypeptide 9, regulatory	21230
1429418_at	218294	10090	Cdc14b	CDC14 cell division cycle 14B	104197
1423038_at	58244	10090	Stx6	syntaxin 6	115622
1428064_at	69710	10090	Arap1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	12326
1453163_at	17931	10090	Ppp1r12a	protein phosphatase 1, regulatory (inhibitor) subunit 12A	1855
1454736_at	268301	10090	Sowahc	sosondowah ankyrin repeat domain family member C	49723
1417965_at	101476	10090	Plekha1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	11001
1453762_at	69091	10090	Vps26b	VPS26 retromer complex component B	3601
1431804_a_at	20687	10090	Sp3	trans-acting transcription factor 3	7952
1436834_x_at	17449	10090	Mdh1	malate dehydrogenase 1, NAD (soluble)	4324
1437908_a_at	67458	10090	Ergic1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	41667
1438000_x_at	52521	10090	Zfp622	zinc finger protein 622	74377
1424438_a_at	230514	10090	Leprot	leptin receptor overlapping transcript	10582
1416414_at	100952	10090	Emilin1	elastin microfibril interfacer 1	5117
1448330_at	14862	10090	Gstm1	glutathione S-transferase, mu 1	115474
1416559_at	101867	10090	Rrp8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	5621
1435184_at	18162	10090	Npr3	natriuretic peptide receptor 3	699
1417868_a_at	64138	10090	Ctsz	cathepsin Z	1022
1424720_at	103534	10090	Mgat4b	mannoside acetylglucosaminyltransferase 4, isoenzyme B	8611
1437027_x_at	19826	10090	Rnps1	ribonucleic acid binding protein S1	40648
1436740_at	381598	10090	2610005L07Rik	cadherin 11 pseudogene	-
1436387_at	320588	10090	C330006P03Rik	RIKEN cDNA C330006P03 gene	-
1436387_at	26556	10090	Homer1	homer scaffolding protein 1	3155
1448268_at	67511	10090	Tmed9	transmembrane p24 trafficking protein 9	68707
1417602_at	18627	10090	Per2	period circadian clock 2	7885
1422742_at	110521	10090	Hivep1	human immunodeficiency virus type I enhancer binding protein 1	1596
1437752_at	83557	10090	Lin28a	lin-28 homolog A (C. elegans)	32592
1429298_at	69219	10090	Ddah1	dimethylarginine dimethylaminohydrolase 1	8120
1435518_at	215449	10090	Rap1b	RAS related protein 1b	68719
1456043_at	216825	10090	Usp22	ubiquitin specific peptidase 22	52664
1435752_s_at	20928	10090	Abcc9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	56521
1454641_at	106143	10090	Cggbp1	CGG triplet repeat binding protein 1	2718
1437056_x_at	78892	10090	Crispld2	cysteine-rich secretory protein LCCL domain containing 2	41792
1438267_x_at	19826	10090	Rnps1	ribonucleic acid binding protein S1	40648
1433591_at	19058	10090	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	68099
1418326_at	20539	10090	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	55759
1447623_s_at	18760	10090	Prkd1	protein kinase D1	55680
1423613_at	70599	10090	Ssfa2	sperm specific antigen 2	4912
1419273_at	19777	10090	Uri1	URI1, prefoldin-like chaperone	2813
1453001_at	67153	10090	Rnaseh2b	ribonuclease H2, subunit B	41572
1423114_at	66105	10090	Ube2d3	ubiquitin-conjugating enzyme E2D 3	123914
1451214_at	210973	10090	Kbtbd2	kelch repeat and BTB (POZ) domain containing 2	17122
1438547_x_at	30933	10090	Tor2a	torsin family 2, member A	25260
1450042_at	11878	10090	Arx	aristaless related homeobox	68998
1428579_at	71409	10090	Fmnl2	formin-like 2	70871
1416800_at	58800	10090	Trpm7	transient receptor potential cation channel, subfamily M, member 7	9774
1452735_at	76302	10090	Pcnp	PEST proteolytic signal containing nuclear protein	10676
1448651_at	53893	10090	Nudt5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	5388
1428762_at	66724	10090	Tab3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	17673
1455156_at	268980	10090	Strn	striatin, calmodulin binding protein	2380
1416281_at	66840	10090	Wdr45b	WD repeat domain 45B	6028
1428436_at	67070	10090	Lsm14a	LSM14A mRNA processing body assembly factor	40537
1424534_at	75104	10090	Mmd2	monocyte to macrophage differentiation-associated 2	18425
1428845_at	72567	10090	Bclaf1	BCL2-associated transcription factor 1	8832
1421374_a_at	56188	10090	Fxyd1	FXYD domain-containing ion transport regulator 1	3691
1424613_at	64297	10090	Gprc5b	G protein-coupled receptor, family C, group 5, member B	9435
1452377_at	214162	10090	Kmt2a	lysine (K)-specific methyltransferase 2A	4338
1429473_at	66869	10090	Zfp869	zinc finger protein 869	134644
1451019_at	56464	10090	Ctsf	cathepsin F	31194
1452046_a_at	19047	10090	Ppp1cc	protein phosphatase 1, catalytic subunit, gamma isoform	135423
1451378_at	216987	10090	Utp6	UTP6 small subunit processome component	41265
1448372_a_at	56530	10090	Cnpy2	canopy FGF signaling regulator 2	40934
1428247_at	69091	10090	Vps26b	VPS26 retromer complex component B	3601
1454947_a_at	79560	10090	Ublcp1	ubiquitin-like domain containing CTD phosphatase 1	16796
1456424_s_at	18830	10090	Pltp	phospholipid transfer protein	4536
1425134_a_at	72084	10090	Pigx	phosphatidylinositol glycan anchor biosynthesis, class X	9886
1434413_at	16000	10090	Igf1	insulin-like growth factor 1	515
1454921_at	228715	10090	Smim26	small integral membrane protein 26	134509
1447522_s_at	74493	10090	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	11890
1452829_at	69719	10090	Cad	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	1412
